Order Number,Customer ID,Service Type,Order Date,Order Time,Reservation ID,Reservation Date,Reservation Time,Beef Taco Qty,Chicken Taco Qty,Veggie Taco Qty,Nachos Qty,Tortilla Qty,Rice Beans Qty,Dr Pepper Qty,Spk Water Qty,Pepsi Qty,Pacifico Qty,Total Cost,Delivery address
10001,4630095,Delivery,4/18/20,21:42,,,,0,3,0,0,1,0,0,0,1,0,16.5,332 George St. New York NY 10054
10002,4834922,Dine in,4/18/20,21:43,,,,3,1,0,1,0,0,0,2,0,0,24.75,
10003,3826329,Delivery,4/18/20,21:44,,,,0,2,1,1,0,0,0,0,0,1,22,7334 Columbia St. Philadelphia PA 19104
10004,6531002,Dine in,4/18/20,21:45,,,,3,0,0,0,0,0,0,1,0,1,16,
10005,7399489,Dine in,4/18/20,21:46,,,,1,0,0,0,0,0,1,1,1,0,11.25,
10006,5726971,Dine in,4/19/20,15:46,,,,0,3,0,0,0,0,0,0,0,0,10.5,
10007,7813376,Dine in,,,4832970,4/23/20,19:00,,,,,,,,,,,,
10008,7988345,Dine in,,,3942090,4/19/20,19:00,,,,,,,,,,,,
10009,7988345,Dine in,,,9593080,4/20/20,11:00,,,,,,,,,,,,
10010,6449738,Dine in,2020/04/19,17:57,,,,1,2,0,1,0,0,0,0,0,2,24.25
10011,4724354,Dine in,2020/04/20,18:09,,,,1,0,0,0,0,0,1,0,0,0,6.0
10012,9034226,Dine in,2020/04/21,08:05,,,,1,0,0,2,0,0,0,0,1,0,19.0
10013,5875492,Dine in,2020/04/21,08:29,,,,1,0,0,0,0,0,0,0,0,0,3.25
10014,7437637,Dine in,2020/04/21,08:57,,,,0,0,1,0,0,0,0,0,0,0,4.75
10015,5866925,Dine in,2020/04/21,09:21,,,,0,1,0,1,0,0,0,0,0,0,10.0
10016,5866925,Dine in,2020/04/21,09:21,,,,1,0,0,0,0,0,0,0,0,0,3.25
10017,8212255,Dine in,2020/04/21,09:26,,,,0,0,0,0,1,0,0,0,0,0,3.25
10018,7170078,Dine in,2020/04/21,12:23,,,,0,1,0,0,0,1,0,0,0,0,4.75
10019,7045928,Dine in,2020/04/21,12:30,,,,0,1,0,0,0,0,0,0,0,0,3.5
10020,7045928,Dine in,2020/04/21,12:31,,,,1,0,0,0,0,0,0,0,0,0,3.25
10021,7045928,Dine in,2020/04/21,12:31,,,,0,0,0,1,0,0,0,0,0,0,6.5
10022,3494036,Dine in,2020/04/21,13:24,,,,1,0,0,0,0,0,0,0,0,0,3.25
10023,4795564,Dine in,2020/04/21,13:38,,,,1,0,0,0,0,0,0,0,0,0,3.25
10024,2345335,Dine in,2020/04/21,13:39,,,,0,0,0,0,1,0,0,0,0,0,3.25
10025,2612656,Dine in,2020/04/21,13:45,,,,1,0,0,0,0,0,0,0,0,0,3.25
10026,565698,Dine in,2020/04/21,13:53,,,,0,0,0,0,0,0,1,0,0,0,2.75
10027,8366998,Dine in,2020/04/21,14:07,,,,1,0,0,0,0,0,0,0,0,0,3.25
10028,335482,Dine in,2020/04/21,14:10,,,,0,0,0,1,0,0,0,0,0,0,6.5
10029,2370107,Dine in,2020/04/21,14:13,,,,0,0,0,0,0,0,1,0,0,0,2.75
10030,3227044,Dine in,2020/04/21,14:14,,,,0,0,0,0,0,0,0,0,1,0,2.75
10031,8787725,Dine in,2020/04/21,14:16,,,,1,0,0,0,0,0,0,0,0,0,3.25
10032,3273783,Dine in,2020/04/21,15:13,,,,1,0,0,0,0,0,0,0,0,0,3.25
10033,5433107,Dine in,2020/04/21,15:15,,,,1,0,0,0,0,0,0,0,0,0,3.25
10034,5096280,Dine in,2020/04/21,15:29,,,,2,0,0,0,0,0,0,0,0,0,6.5
10035,5096280,Dine in,2020/04/21,15:29,,,,0,1,0,0,0,0,0,0,0,0,3.5
10036,8490933,Dine in,2020/04/22,15:56,,,,0,1,0,0,0,0,0,0,0,0,3.5
10037,8036179,Dine in,2020/04/23,10:27,,,,2,0,0,0,0,0,0,0,0,0,1.9
10038,9412621,Dine in,2020/04/25,13:12,,,,1,0,0,0,0,0,0,0,0,0,3.5
